state,rainfall_24h_mm,rain_3d_mm,rain_7d_mm,slope_deg,historical_incidents_90d,nearest_river,river_danger_level_m,river_danger_level_is_official,present_river_level_m,river_level_ratio,blocked,month
Meghalaya,0,1.955847859,11.37616551,18.8,0,Brahmaputra (Guwahati gauge),49.68,TRUE,31,0.624,1,9
Arunachal Pradesh,88.95414,113.5859228,194.5875367,21.4,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,61.2,0.579,1,3
Sikkim,0,0.217888445,0.217888445,29.8,2,Teesta,15,FALSE,5.94,0.396,0,2
Arunachal Pradesh,16.778172,22.87367916,30.45894354,26.1,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,41.54,0.393,0,12
Arunachal Pradesh,0,0,0,32.5,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,40.91,0.387,0,12
Assam,0,32.8517704,234.7178364,3.9,0,Brahmaputra (Guwahati gauge),49.68,TRUE,51.12,1.029,1,6
Arunachal Pradesh,0,0.008298825,0.008298825,19.1,3,Brahmaputra (Dibrugarh gauge),105.7,TRUE,48.73,0.461,0,1
Meghalaya,16.260328,35.04493952,65.64687252,16,0,Brahmaputra (Goalpara gauge),36.27,TRUE,23.18,0.639,0,7
Arunachal Pradesh,0.5296248,0.52962482,1.218137026,31.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,69.34,0.656,0,6
Assam,120.247795,162.6273248,169.2217087,8.1,2,Kopili,30,FALSE,20.55,0.685,1,5
Tripura,0.4850941,0.606367625,0.606367625,18,1,Gomti,12,FALSE,5.34,0.445,1,2
Mizoram,32.76031,76.83780813,84.19364023,22.9,1,Tlawng,9,FALSE,7.42,0.825,1,5
Meghalaya,126.13176,231.1696434,315.6437902,27.5,3,Brahmaputra (Guwahati gauge),49.68,TRUE,50.08,1.008,1,6
Assam,16.565853,147.0985374,207.2317132,3,0,Dikrong,14,FALSE,11.55,0.825,0,6
Sikkim,0,14.84848237,54.685817,33.4,1,Teesta,15,FALSE,14.34,0.956,0,9
Manipur,7.464104,7.464104176,10.04514098,14.2,1,Imphal River,8,FALSE,3.2,0.4,0,4
Mizoram,0,0,0.953053564,22.1,2,Tlawng,9,FALSE,3.69,0.41,0,12
Mizoram,0,2.34663868,11.58100224,25,0,Tlawng,9,FALSE,4.17,0.463,1,5
Manipur,6.647268,7.459978476,9.063866392,16,0,Imphal River,8,FALSE,3.2,0.4,0,5
Meghalaya,1.8586174,2.025001369,2.025001369,18.2,1,Manas,33,FALSE,10.86,0.329,1,2
Arunachal Pradesh,86.95193,150.9165592,175.7028565,31.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,86.25,0.816,1,9
Assam,61.303387,66.51174164,99.0919013,7.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,56.66,0.536,0,8
Arunachal Pradesh,11.504828,16.92856595,134.2950439,30.5,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,60.35,0.571,1,6
Mizoram,0.48825687,49.95375866,354.9061398,24.8,0,Tlawng,9,FALSE,8.95,0.994,1,6
Arunachal Pradesh,0,2.651938915,2.651938915,20.7,1,Subansiri,42,FALSE,10.12,0.241,1,11
Arunachal Pradesh,0,0.000146433,13.36819379,23.1,1,Subansiri,42,FALSE,16.59,0.395,1,1
Arunachal Pradesh,5.5295577,6.794670939,13.3404789,20.7,2,Subansiri,42,FALSE,13.52,0.322,1,3
Mizoram,31.319645,36.16875219,113.7869331,25.9,0,Barak,20.5,FALSE,16.5,0.805,0,7
Arunachal Pradesh,0.8983804,0.898380399,6.946476817,9.4,0,Dikrong,14,FALSE,6.44,0.46,1,3
Tripura,0,0,38.82680061,16.3,0,Gomti,12,FALSE,7.09,0.591,0,12
Nagaland,136.15909,167.9053454,174.3117132,17.8,0,Dikrong,14,FALSE,9.77,0.698,0,5
Arunachal Pradesh,0,0,0,13.8,0,Dikrong,14,FALSE,5.22,0.373,1,12
Meghalaya,128.87247,199.6697979,319.9014683,15.9,1,Brahmaputra (Dhubri gauge),28.62,TRUE,31.08,1.086,1,7
Mizoram,3.8058138,23.43371829,371.2060228,23.1,2,Khowai,10,FALSE,10.71,1.071,1,6
Nagaland,3.3340986,33.66519618,114.3424795,16.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,67.54,0.639,0,6
Assam,59.14033,65.2153883,212.2263575,3.3,0,Subansiri,42,FALSE,46.03,1.096,0,6
Assam,151.89113,178.5241866,226.9444196,1.3,0,Dikrong,14,FALSE,13.48,0.963,1,6
Manipur,0,0,31.16004077,14.2,0,Imphal River,8,FALSE,3.46,0.432,1,4
Manipur,0.57054913,27.60367978,72.43762314,17.3,1,Barak,20.5,FALSE,20.56,1.003,1,8
Meghalaya,56.818844,66.52862191,89.44207484,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,23.35,0.47,1,10
Nagaland,54.668236,64.66748719,89.11019711,13.7,1,Brahmaputra (Neamatighat gauge),85.05,TRUE,83.86,0.986,1,8
Mizoram,0,0,0,24.2,1,Tlawng,9,FALSE,4.24,0.471,1,3
Sikkim,0,0,0,33.6,1,Teesta,15,FALSE,7.29,0.486,0,2
Meghalaya,89.17694,271.4697876,321.950251,18.6,2,Brahmaputra (Dhubri gauge),28.62,TRUE,29.02,1.014,1,7
Manipur,43.979378,54.33324146,57.98561096,19.2,0,Tlawng,9,FALSE,5.25,0.583,0,9
Nagaland,0,0,0,20.5,0,Kopili,30,FALSE,10.44,0.348,0,12
Nagaland,0,0,0,19.5,0,Kopili,30,FALSE,11.61,0.387,1,2
Meghalaya,0,0,0,19.7,0,Brahmaputra (Goalpara gauge),36.27,TRUE,12.01,0.331,0,1
Arunachal Pradesh,56.6,225.1999893,343.0999889,35.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,101.58,0.961,1,8
Assam,162.5889,460.0554962,790.0112686,10.2,0,Manas,33,FALSE,37.79,1.145,1,6
Meghalaya,1.1353661,67.70279586,212.351302,18.6,2,Brahmaputra (Dhubri gauge),28.62,TRUE,24.41,0.853,1,8
Arunachal Pradesh,0.1147139,2.517539017,16.64741834,9.4,0,Dikrong,14,FALSE,9.74,0.696,1,7
Meghalaya,5.7180567,11.86983383,62.02788927,24.7,2,Brahmaputra (Goalpara gauge),36.27,TRUE,24.34,0.671,1,9
Meghalaya,0,2.071602762,12.60778874,20.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,18.23,0.367,1,5
Arunachal Pradesh,46.244408,60.58176708,116.3506951,23.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,70.92,0.671,1,6
Sikkim,1.1398077,7.639697075,115.7141733,29.7,3,Teesta,15,FALSE,10.71,0.714,0,8
Mizoram,0,0.33381781,15.04444472,21.9,2,Tlawng,9,FALSE,8.75,0.972,0,10
Nagaland,0.48366323,9.256635517,11.0205304,21.7,0,Dhansiri,40,FALSE,30.12,0.753,0,6
Arunachal Pradesh,0,0,0,30.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,42.81,0.405,1,12
Arunachal Pradesh,24.531212,38.06571662,386.2976979,32.5,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,114.16,1.08,1,7
Arunachal Pradesh,0,0,0,19.3,0,Dikrong,14,FALSE,6.19,0.442,1,10
Manipur,20.927221,34.83187115,41.04541868,9,0,Doyang,18,FALSE,17.42,0.968,1,6
Arunachal Pradesh,0,0,0,26.3,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,36.78,0.348,1,12
Mizoram,7.630318,14.02495146,65.19374323,25.8,0,Tlawng,9,FALSE,5.17,0.574,0,6
Arunachal Pradesh,0,128.2876782,129.0459075,23.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,80.75,0.764,0,9
Assam,0,12.9357866,89.41975391,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,17.52,0.612,0,7
Mizoram,99.52449,144.1452312,243.0612698,20.4,0,Tlawng,9,FALSE,8.26,0.918,1,7
Assam,2.2972455,2.297245502,2.297245502,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,8.76,0.306,0,2
Assam,6.8709617,6.870961666,14.19651461,5.9,0,Brahmaputra (Dhubri gauge),28.62,TRUE,10.96,0.383,1,5
Arunachal Pradesh,30.233099,123.954443,157.3348229,15.3,1,Dikrong,14,FALSE,10.74,0.767,0,8
Manipur,0,0,0,15.9,3,Imphal River,8,FALSE,2.06,0.257,0,1
Sikkim,30.111578,46.89446259,77.26553059,31.5,1,Teesta,15,FALSE,8.16,0.544,0,4
Tripura,4.793277,39.22277665,334.7973197,12.8,1,Tlawng,9,FALSE,9.01,1.001,0,6
Meghalaya,21.70113,25.35746428,37.88952917,18.7,0,Brahmaputra (Guwahati gauge),49.68,TRUE,41.33,0.832,0,9
Manipur,3.348613,4.392890692,4.392890692,16,2,Imphal River,8,FALSE,1.79,0.224,0,11
Tripura,2.1865697,42.77645922,142.1032243,13.3,2,Khowai,10,FALSE,9.57,0.957,1,9
Tripura,0,0,0,14.2,0,Khowai,10,FALSE,4.64,0.464,0,3
Sikkim,10.69517,50.43253899,110.7903103,28.8,0,Teesta,15,FALSE,14.4,0.96,1,8
Arunachal Pradesh,0,7.912215233,8.459760725,19.1,3,Brahmaputra (Dibrugarh gauge),105.7,TRUE,101.47,0.96,1,1
Manipur,88.86184,167.9869347,195.1034126,18.6,1,Imphal River,8,FALSE,4.53,0.566,0,5
Assam,142.84758,176.4705,246.4879568,6.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,28.28,0.988,1,7
Assam,63.469196,95.25620461,100.5880921,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,14.37,0.502,1,8
Arunachal Pradesh,34.971455,41.12864137,168.7231781,31.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,85.72,0.811,1,4
Manipur,51.326843,52.64037549,93.35122144,15.3,0,Imphal River,8,FALSE,4.82,0.603,0,6
Tripura,39.43632,54.43443274,116.532102,14.4,2,Gomti,12,FALSE,7.28,0.607,0,7
Tripura,84.63685,87.51093668,146.9497375,15.2,0,Tlawng,9,FALSE,6.93,0.77,0,7
Arunachal Pradesh,0,3.35950017,6.71900034,16.5,1,Dikrong,14,FALSE,5.67,0.405,0,10
Arunachal Pradesh,3.9882257,11.53860021,15.72115004,18.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,95.87,0.907,1,9
Meghalaya,0,0,0,15.9,1,Brahmaputra (Dhubri gauge),28.62,TRUE,13.85,0.484,0,11
Meghalaya,0.73683995,0.73683995,0.73683995,25.6,0,Brahmaputra (Guwahati gauge),49.68,TRUE,14.01,0.282,0,4
Arunachal Pradesh,1.4757903,121.4400284,431.8372945,27.2,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,114.16,1.08,1,7
Arunachal Pradesh,67.116455,78.36253929,181.947356,31.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,120.39,1.139,1,7
Arunachal Pradesh,0,12.36401578,27.06541596,28,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,104.43,0.988,0,7
Sikkim,54.76054,158.6313667,260.3934574,27.7,0,Teesta,15,FALSE,13.1,0.873,1,8
Assam,55.926548,132.1728115,209.1965885,9.2,1,Manas,33,FALSE,32.57,0.987,0,7
Arunachal Pradesh,0,0,0,30.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,42.91,0.406,1,2
Arunachal Pradesh,80.447716,173.8692856,179.8556049,30.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,74.41,0.704,1,6
Meghalaya,0.3670091,36.5166592,50.57709068,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,31.99,0.644,1,6
Assam,0,0,0,4.6,1,Brahmaputra (Goalpara gauge),36.27,TRUE,16.18,0.446,1,5
Mizoram,2.3096666,10.37318322,75.49744794,20.8,0,Tlawng,9,FALSE,5.9,0.656,1,6
Tripura,0.2549789,34.41746688,88.64481589,18,1,Gomti,12,FALSE,6.6,0.55,1,4
Meghalaya,69.05607,84.75492868,217.2070532,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,38.6,0.777,1,6
Meghalaya,0,0,2.620714903,27.5,3,Brahmaputra (Guwahati gauge),49.68,TRUE,19.28,0.388,1,12
Meghalaya,0,5.728835583,10.10935593,23,2,Brahmaputra (Guwahati gauge),49.68,TRUE,17.34,0.349,1,10
Assam,18.41785,42.24374199,144.8746958,10.2,0,Manas,33,FALSE,27.56,0.835,0,7
Assam,60.947773,194.742672,216.1501637,6.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,26.62,0.93,1,9
Meghalaya,0,0,23.72676605,17.3,0,Brahmaputra (Goalpara gauge),36.27,TRUE,31.55,0.87,1,10
Meghalaya,62.97416,231.0108547,390.1986637,14.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,37.21,1.3,0,7
Arunachal Pradesh,39.056404,97.93808985,134.3873395,23.9,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,111.41,1.054,1,6
Meghalaya,13.768897,59.14653301,59.85497767,17.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,21.32,0.745,0,9
Assam,89.69271,112.4911611,210.501843,6.8,1,Brahmaputra (Goalpara gauge),36.27,TRUE,28.33,0.781,1,6
Sikkim,12.609696,38.6188755,76.10984135,31.5,1,Teesta,15,FALSE,10.58,0.705,1,6
Meghalaya,0,0,7.485497072,14.7,0,Brahmaputra (Dhubri gauge),28.62,TRUE,10.82,0.378,1,10
Meghalaya,83.77971,120.4245682,150.2518342,22.7,1,Barak,20.5,FALSE,11.05,0.539,0,10
Manipur,5.141795,13.19041085,290.4993937,15.9,3,Imphal River,8,FALSE,9.69,1.211,1,6
Mizoram,0,0,0,23.4,1,Tlawng,9,FALSE,3.19,0.354,1,1
Sikkim,0,5.496536672,8.483984634,24.1,0,Teesta,15,FALSE,6.33,0.422,1,10
Meghalaya,0,66.82157904,444.8212433,22.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,32.03,1.119,1,6
Arunachal Pradesh,57.426636,62.49875218,81.37073988,29.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,79.7,0.754,0,5
Mizoram,0,0,1.342475295,25.9,0,Barak,20.5,FALSE,16.99,0.829,0,12
Nagaland,0,0,0,16.4,0,Doyang,18,FALSE,9.47,0.526,1,12
Assam,0.4060293,0.552387908,28.59448649,4.8,0,Brahmaputra (Tezpur gauge),65.23,TRUE,33.72,0.517,0,9
Manipur,3.9878097,14.56725359,19.77998093,20.6,2,Barak,20.5,FALSE,13.67,0.667,0,9
Manipur,12.907797,55.22613239,98.52877361,17.5,1,Barak,20.5,FALSE,11.54,0.563,0,7
Arunachal Pradesh,0,0,2.625312805,18.4,2,Subansiri,42,FALSE,23.1,0.55,1,1
Sikkim,76.32947,125.656702,253.817152,25.5,2,Teesta,15,FALSE,13,0.867,0,6
Arunachal Pradesh,0,0,0,9.4,0,Dikrong,14,FALSE,5.63,0.402,1,12
Meghalaya,9.691993,76.64710331,119.3993137,21.3,1,Brahmaputra (Goalpara gauge),36.27,TRUE,36.63,1.01,0,5
Assam,5.100431,13.52434587,75.7910049,10.2,0,Manas,33,FALSE,24.19,0.733,1,8
Nagaland,9.5183525,34.4409585,103.8647201,20.1,1,Dhansiri,40,FALSE,25.56,0.639,0,5
Sikkim,93.99002,166.0868092,193.1113075,31,1,Teesta,15,FALSE,16.7,1.113,1,9
Mizoram,0,1.260440707,1.403550982,24.8,0,Tlawng,9,FALSE,3.99,0.443,0,4
Manipur,21.868683,52.96177101,93.75759268,13.5,0,Doyang,18,FALSE,15.08,0.838,0,8
Assam,59.292465,134.5266781,232.3596621,4.8,0,Dikrong,14,FALSE,11.3,0.807,1,8
Arunachal Pradesh,0,0,0,18.1,0,Subansiri,42,FALSE,24.61,0.586,0,12
Manipur,0,0,0,8.4,2,Imphal River,8,FALSE,3.26,0.407,1,12
Arunachal Pradesh,0,1.119054586,19.69707206,17.1,2,Brahmaputra (Tezpur gauge),65.23,TRUE,65.69,1.007,0,6
Assam,0,0,22.59171114,6.3,0,Kopili,30,FALSE,12.21,0.407,0,2
Sikkim,0,0,0,24.1,0,Teesta,15,FALSE,6.42,0.428,1,11
Nagaland,2.5476794,2.702979177,32.12570605,18,1,Dhansiri,40,FALSE,14.72,0.368,1,5
Manipur,58.42713,63.44073582,172.5412512,20.6,2,Barak,20.5,FALSE,11.03,0.538,1,5
Meghalaya,53.173683,80.88836479,222.7180772,16.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,21.06,0.736,1,8
Manipur,8.350685,37.19519329,54.4569931,20.6,2,Barak,20.5,FALSE,10.27,0.501,0,3
Nagaland,0,7.008673191,9.775227189,16.6,0,Brahmaputra (Neamatighat gauge),85.05,TRUE,29.94,0.352,0,2
Assam,8.189747,8.189746857,8.451586127,6.8,1,Brahmaputra (Goalpara gauge),36.27,TRUE,14.62,0.403,1,9
Arunachal Pradesh,89.86722,103.9748398,108.4245359,20.8,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,60.25,0.57,0,6
Meghalaya,80.08928,135.8114815,140.9288287,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,31.7,0.638,1,10
Meghalaya,0,46.57494807,66.71919513,16,0,Brahmaputra (Goalpara gauge),36.27,TRUE,27.42,0.756,0,9
Nagaland,0,0,0,15.4,0,Dikrong,14,FALSE,6.08,0.434,1,11
Arunachal Pradesh,112.59995,170.6348271,328.9128404,33.2,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,85.93,0.813,1,4
Assam,0,0,0.447136909,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,23.41,0.818,1,11
Mizoram,16.638577,59.8735981,84.85937619,25.8,0,Tlawng,9,FALSE,9.23,1.026,1,9
Sikkim,57.28684,157.159523,249.167594,31.9,1,Teesta,15,FALSE,12.03,0.802,0,8
Tripura,73.64743,104.4590988,127.6130971,14.6,0,Gomti,12,FALSE,12.13,1.011,1,7
Manipur,5.0601764,44.00855005,158.5933164,6.7,0,Doyang,18,FALSE,17.24,0.958,1,9
Arunachal Pradesh,0,0,0,32.1,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,44.18,0.418,1,7
Meghalaya,22.659195,214.7963867,350.9500923,23.5,1,Barak,20.5,FALSE,20.42,0.996,1,6
Meghalaya,1.4929668,2.89300409,125.8763583,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,23.7,0.477,0,6
Mizoram,0.16190618,10.91964932,19.69583191,25,1,Tlawng,9,FALSE,4.33,0.481,0,3
Meghalaya,128.10458,357.4681549,378.9189695,20.9,2,Barak,20.5,FALSE,20.23,0.987,1,5
Tripura,0,0,0,17.3,0,Gomti,12,FALSE,4.45,0.371,1,11
Meghalaya,15.971681,38.96889871,69.90534408,19.7,1,Brahmaputra (Goalpara gauge),36.27,TRUE,17.37,0.479,1,5
Sikkim,0,0,0,28,1,Teesta,15,FALSE,5.5,0.367,1,1
Sikkim,10.025214,42.8628571,113.0476456,29.7,3,Teesta,15,FALSE,13.23,0.882,1,7
Arunachal Pradesh,54.199997,102.7999954,203.9999874,35.6,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,66.06,0.625,0,10
Arunachal Pradesh,1.4684081,8.92288886,33.1972035,30.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,43.44,0.411,0,2
Arunachal Pradesh,0,7.118931055,13.55595803,31.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,40.48,0.383,0,3
Sikkim,0,0,41.49614906,33.6,1,Teesta,15,FALSE,7.92,0.528,0,2
Assam,14.14485,20.81249422,54.01948017,7.7,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,43.76,0.414,1,5
Assam,8.140061,12.80290079,74.38391924,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,31.42,1.098,1,7
Meghalaya,0.61498934,6.700574517,105.6951717,22.3,0,Brahmaputra (Guwahati gauge),49.68,TRUE,29.71,0.598,0,6
Mizoram,3.2595408,41.63596916,78.04857922,23.4,0,Tlawng,9,FALSE,3.62,0.402,0,5
Nagaland,19.241539,21.7149903,25.24459474,20.1,1,Dhansiri,40,FALSE,33.04,0.826,0,3
Arunachal Pradesh,0.4704642,0.4704642,20.29205367,25.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,66.49,0.629,1,7
Manipur,57.71554,140.3693161,209.5035992,20.6,2,Barak,20.5,FALSE,14.25,0.695,0,8
Assam,110.274635,205.3016686,394.1671104,10.2,0,Manas,33,FALSE,33.13,1.004,1,6
Arunachal Pradesh,95.37114,161.3566265,173.9756895,14.7,0,Dikrong,14,FALSE,10.39,0.742,0,5
Sikkim,18.14582,82.00571442,133.3847542,33.4,1,Teesta,15,FALSE,17.74,1.183,1,8
Mizoram,9.198795,70.88461208,78.63880864,22.2,1,Tlawng,9,FALSE,7.41,0.823,0,7
Arunachal Pradesh,0,0,0,19.3,0,Dikrong,14,FALSE,13.76,0.983,1,7
Arunachal Pradesh,0,0.115986288,0.115986288,22.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,35.94,0.34,1,1
Sikkim,24.517084,71.50174046,98.04095769,34.9,3,Teesta,15,FALSE,14.52,0.968,0,8
Meghalaya,0,0,4.124739975,18.3,0,Brahmaputra (Dhubri gauge),28.62,TRUE,15.08,0.527,1,3
Meghalaya,66.41019,141.4484386,190.0681694,14.7,0,Brahmaputra (Dhubri gauge),28.62,TRUE,22.9,0.8,1,8
Sikkim,0,0,26.6484865,27.7,0,Teesta,15,FALSE,4.36,0.291,1,3
Arunachal Pradesh,84.8927,118.5480289,159.6885483,16.5,1,Dikrong,14,FALSE,10.05,0.718,0,8
Assam,77.05336,230.103714,545.2528522,6,1,Brahmaputra (Dhubri gauge),28.62,TRUE,31.31,1.094,1,7
Tripura,34.50784,37.50963092,247.819895,20.2,1,Gomti,12,FALSE,10.66,0.888,1,7
Meghalaya,0.12683523,0.126835227,0.539562076,17.1,1,Manas,33,FALSE,15.02,0.455,1,4
Assam,79.27883,259.9772568,297.789907,1.3,0,Dikrong,14,FALSE,18.2,1.3,1,7
Meghalaya,0,0,33.85425496,22,0,Brahmaputra (Guwahati gauge),49.68,TRUE,20.62,0.415,0,11
Meghalaya,62.754295,198.966259,341.4070816,20.9,2,Barak,20.5,FALSE,19.37,0.945,1,6
Meghalaya,59.24039,135.9040051,341.4219952,21.6,0,Brahmaputra (Goalpara gauge),36.27,TRUE,31.88,0.879,1,7
Arunachal Pradesh,66.152565,119.9888473,139.9856437,19.1,3,Brahmaputra (Dibrugarh gauge),105.7,TRUE,75.58,0.715,1,10
Nagaland,14.688527,54.82869911,112.1047038,13.3,0,Doyang,18,FALSE,11.25,0.625,0,6
Assam,169.24588,285.5724983,476.4675941,6.4,0,Brahmaputra (Dhubri gauge),28.62,TRUE,33.74,1.179,1,6
Meghalaya,4.2148457,22.81998301,32.4240368,16.2,0,Brahmaputra (Guwahati gauge),49.68,TRUE,20.12,0.405,1,5
Mizoram,8.352859,39.61402321,63.58786631,21.9,2,Tlawng,9,FALSE,4.86,0.54,0,10
Mizoram,69.13021,197.5019035,250.5558918,20.3,0,Tlawng,9,FALSE,7.96,0.885,1,8
Arunachal Pradesh,0,0,14.99027705,28.9,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,38.79,0.367,1,5
Arunachal Pradesh,0.40012315,6.716594189,44.11976275,25.2,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,48.73,0.461,0,9
Sikkim,73.014915,100.210165,110.4761381,28,1,Teesta,15,FALSE,8.9,0.593,1,5
Manipur,7.2102976,13.87206244,26.20555997,17.7,0,Kopili,30,FALSE,16.62,0.554,1,9
Nagaland,60.803864,66.97469449,72.59786904,16.6,0,Brahmaputra (Neamatighat gauge),85.05,TRUE,51.03,0.6,0,8
Arunachal Pradesh,0,0,0,25.5,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,45.98,0.435,0,12
Manipur,126.65224,208.7374592,255.5903897,11.2,0,Imphal River,8,FALSE,5.96,0.745,1,5
Nagaland,4.3549,11.43188754,12.31822201,16.4,0,Doyang,18,FALSE,6.64,0.369,0,5
Nagaland,4.945311,18.3107605,70.00083542,21.7,0,Dhansiri,40,FALSE,16.48,0.412,1,5
Tripura,13.163246,41.48138428,75.0123698,20.2,1,Gomti,12,FALSE,5.96,0.497,1,6
Assam,8.748268,15.69795084,50.2632556,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,15.66,0.547,0,8
Manipur,0,0,0,17.5,1,Imphal River,8,FALSE,2.57,0.321,1,10
Arunachal Pradesh,0.113753274,9.855976775,73.57755966,15.9,0,Subansiri,42,FALSE,45.78,1.09,1,7
Meghalaya,76.39333,80.03139067,94.50342735,15.7,1,Brahmaputra (Dhubri gauge),28.62,TRUE,16,0.559,0,6
Arunachal Pradesh,6.365726,63.45762587,120.5281979,27.2,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,62.79,0.594,1,7
Sikkim,0,0,5.814563036,33.6,1,Teesta,15,FALSE,5.58,0.372,0,4
Sikkim,70.92979,93.33031297,122.9338911,29.7,3,Teesta,15,FALSE,8.07,0.538,1,10
Tripura,54.76916,106.5198917,161.0736048,14.8,2,Khowai,10,FALSE,7.18,0.718,1,6
Arunachal Pradesh,0,10.83634663,10.83634663,25.8,2,Brahmaputra (Dibrugarh gauge),105.7,TRUE,100.63,0.952,1,1
Nagaland,8.200617,14.2521596,23.24244308,13,1,Doyang,18,FALSE,10.87,0.604,0,7
Meghalaya,0,0,0,14.5,0,Brahmaputra (Dhubri gauge),28.62,TRUE,13.77,0.481,1,1
Arunachal Pradesh,0,7.548219681,22.58210945,18.4,2,Subansiri,42,FALSE,40.99,0.976,1,10
Nagaland,0,0,0,21.7,0,Dhansiri,40,FALSE,13.6,0.34,0,1
Arunachal Pradesh,0.21435528,7.723074242,21.96625428,27.2,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,42.91,0.406,1,3
Mizoram,0,0,0.936179578,20.4,0,Tlawng,9,FALSE,7.73,0.859,1,5
Assam,10.956149,31.51979542,291.96608,5.9,0,Brahmaputra (Dhubri gauge),28.62,TRUE,32.03,1.119,1,6
Sikkim,48.729843,112.1851244,304.7132597,29.2,0,Teesta,15,FALSE,14.55,0.97,1,6
Manipur,74.20128,196.3689156,244.807462,19.2,0,Imphal River,8,FALSE,6.06,0.757,0,6
Arunachal Pradesh,94.60812,124.3175755,129.764106,28.6,0,Brahmaputra (Dibrugarh gauge),105.7,TRUE,57.71,0.546,1,5
Manipur,8.489307,32.6480186,69.78258622,6.7,0,Doyang,18,FALSE,16.25,0.903,1,7
Nagaland,59.17445,59.17444992,59.17444992,17.8,0,Subansiri,42,FALSE,13.19,0.314,0,2
Assam,4.5470285,4.547028542,543.5298471,11.2,0,Brahmaputra (Dhubri gauge),28.62,TRUE,30.88,1.079,1,6
Assam,0,46.59967041,122.046524,3.3,0,Subansiri,42,FALSE,46.58,1.109,1,9
Manipur,0.19284543,0.192845434,0.369028732,15.9,3,Imphal River,8,FALSE,3.99,0.499,0,4
Meghalaya,223.0135,497.0698318,1237.855415,21.6,0,Brahmaputra (Goalpara gauge),36.27,TRUE,47.15,1.3,1,6
Arunachal Pradesh,16.715532,19.66534901,23.74218559,16.8,0,Dikrong,14,FALSE,5.43,0.388,0,10
Assam,0.14473832,0.144738317,0.144738317,3.3,1,Brahmaputra (Dibrugarh gauge),105.7,TRUE,34.04,0.322,1,11
Meghalaya,1.2504295,1.250429511,24.19290578,24.2,0,Brahmaputra (Goalpara gauge),36.27,TRUE,15.09,0.416,1,10
Mizoram,0,0,0,25,2,Tlawng,9,FALSE,2.11,0.235,0,2
